      3.0000     0.03
      6.2500     0.02
     10.0667     0.08
     13.7000      0.2
     17.0333     0.17
     20.6333     0.31
     23.4000     0.16
     26.0833     0.18
     29.1667      0.1
     33.4667     0.14
