  1.33    0     ;  F009
  4.12    0.11  ;  F009
  6.82    1.27  ;  F009
  9.53    1.41  ;  F009
  11.70   1.35  ;  F009
  14.55   1.32  ;  F009
  16.83   1.39  ;  F009
  19.90   1.27  ;  F009
  22.78   1.21  ;  F009
