  1.52    0.01  ; F008
  4.28    0.01  ; F008
  7.03    1.17  ; F008
  9.67    1.31  ; F008
  11.83   1.22  ; F008
  14.67   1.14  ; F008
  16.93   1.45  ; F008
  20.02   1.33  ; F008
  22.97   1.25  ; F008
