  0.13    1.66  ;  WATF
  4.08    1.73  ;  WATF
  8.00    1.72  ;  WATF
  13.25   1.78  ;  WATF
  16.17   1.64  ;  WATF
  22.13   0.94  ;  WATF
  24.08   1.96  ;  WATF
  27.83   1.92  ;  WATF
  31.92   1.74  ;  WATF
  36.25   1.75  ;  WATF
