  0.67   0.43
  1.70   0.44
  2.92   0.52
  4.53   0.71
  5.73   0.94
  6.65   0.80
  7.48   0.81
  8.32   0.80
  9.42   0.70
  10.40   0.52
  11.35   0.64
  12.30   0.83
  13.33   0.70
  14.28   0.80
  15.63   0.80
  17.38   0.69
  18.72   0.66
  19.63   0.67
  20.75   0.61
  21.58   0.58
  22.57   0.41
  23.60   0.43
  24.37   0.75
  25.30   0.71
  26.42   0.62
  27.35   0.67
  28.32   0.62
  29.18   0.64
  31.03   0.74
  31.55   0.79
  32.12   0.80
  33.10   0.79
  34.20   0.77
