  -1.00   0.67
  1.13   0.78
  2.33   1.04
  3.67   0.94
  4.95   0.95
  6.12   0.96
  7.12   1.03
  7.78   0.66
  8.85   0.64
  9.95   0.85
  11.00   0.85
  11.95   0.97
  12.92   1.09
  13.92   0.98
  15.28   0.94
  16.00   0.96
  18.08   0.64
  19.08   0.71
  20.03   0.65
  21.08   0.58
  21.92   1.09
  22.95   0.88
  23.97   0.82
  25.00   0.82
  26.00   0.76
  27.00   0.82
  28.00   0.81
  28.87   0.93
  30.67   0.96
  31.25   0.72
  31.83   0.94
  32.78   1.06
  33.75   0.82
