  0.88   0.40
  1.43   0.50
  2.70   0.61
  4.80   0.82
  5.95   0.77
  6.90   0.85
  7.62   0.82
  8.55   0.83
  9.62   0.53
  10.58   0.69
  11.50   0.72
  12.47   0.74
  13.53   0.85
  14.45   0.85
  15.82   0.87
  16.50   0.76
  17.55   0.82
  18.92   0.75
  19.85   0.77
  20.95   0.51
  21.78   0.47
  22.78   0.52
  23.83   0.84
  24.50   0.74
  25.43   0.70
  26.57   0.69
  27.57   0.71
  28.57   0.82
  29.33   0.64
  31.17   0.89
  31.70   0.87
  32.25   0.83
  33.23   0.85
  34.37   0.86
