  0.83   0.03
  1.75   0.01
  2.60   0.02
  3.50   0.01
  4.85   0.03
  5.60   0.02
  6.45   0.03
  7.52   0.04
  8.40   0.02
  9.53   0.05
  10.63   0.02
  11.55   0.01
  12.50   0.03
  13.52   0.05
  14.45   0.03
  15.87   0.07
  16.68   0.04
  17.48   0.03
  18.63   0.06
  19.58   0.07
  20.40   0.04
  21.27   0.02
  22.55   0.04
  23.42   0.04
  24.43   0.05
  25.37   0.03
  26.38   0.02
  27.40   0.02
  28.38   0.07
  29.28   0.06
  30.37   0.13
  31.23   0.06
  32.30   0.03
  33.23   0.05
  34.47   0.07
