  0.75   0.47
  1.63   0.48
  2.87   0.53
  4.58   0.55
  5.77   0.68
  6.72   0.77
  7.52   0.87
  8.35   0.51
  9.47   0.70
  10.43   0.61
  11.38   0.62
  12.35   0.70
  13.40   0.68
  14.33   0.75
  15.70   0.71
  16.38   0.71
  17.43   0.71
  18.75   0.64
  19.67   0.64
  20.78   0.90
  21.63   0.44
  22.62   0.46
  23.67   0.62
  24.42   0.81
  25.33   0.68
  26.45   0.67
  27.40   0.70
  28.35   0.57
  29.23   0.65
  31.08   0.92
  31.58   0.87
  32.15   0.84
  33.13   0.85
  34.23   0.71
