  0.88   0.03
  1.85   0.02
  2.68   0.01
  3.57   0.01
  4.97   0.04
  5.67   0.02
  6.55   0.01
  7.60   0.04
  8.50   0.06
  9.63   0.01
  10.72   0.07
  11.65   0.01
  12.60   0.02
  13.62   0.01
  14.53   0.05
  15.93   0.06
  16.77   0.06
  17.57   0.09
  18.72   0.03
  19.67   0.12
  20.48   0.03
  21.35   0.04
  22.63   0.05
  23.53   0.05
  24.52   0.03
  25.45   0.01
  26.47   0.03
  27.48   0.03
  28.48   0.04
  29.37   0.02
  30.43   0.06
  31.28   0.04
  32.37   0.02
  33.33   0.06
  34.58   0.06
