  0.17   0.43
  1.97   0.31
  3.25   0.32
  4.23   0.35
  5.38   0.41
  6.38   0.56
  7.30   0.62
  8.12   0.64
  9.20   0.63
  10.18   0.64
  11.18   0.43
  12.12   0.47
  13.12   0.68
  14.08   0.48
  15.47   0.51
  16.13   0.58
  17.18   0.67
  18.45   0.46
  19.38   0.53
  20.48   0.48
  21.35   0.48
  22.28   0.46
  23.30   0.37
  24.20   0.35
  25.13   0.65
  26.25   0.54
  28.02   0.52
  28.18   0.52
  29.02   0.56
  30.87   0.54
  31.42   0.59
  32.00   0.66
  32.95   0.69
  34.00   0.70
