  0.00   0.41
  2.07   0.48
  3.37   0.49
  4.08   0.64
  5.22   0.69
  6.28   0.79
  7.25   0.87
  8.03   0.88
  9.00   0.76
  10.10   0.49
  11.12   0.58
  12.05   0.70
  13.07   0.75
  14.03   0.69
  15.40   0.78
  16.07   0.87
  17.01   0.83
  17.12   0.82
  18.33   0.75
  19.28   0.78
  20.28   0.74
  21.25   0.80
  22.18   0.58
  23.20   0.48
  24.13   0.42
  25.07   0.82
  26.13   0.73
  27.12   0.68
  28.13   0.72
  28.97   0.69
  31.37   0.87
  31.95   0.81
  32.90   0.80
  33.92   0.88
