  0.17   0.16
  1.32   0.04
  2.22   0.09
  3.12   0.17
  4.32   0.02
  5.17   0.26
  6.07   0.35
  7.12   0.44
  7.97   0.52
  9.05   0.57
  10.17   0.63
  11.17   0.34
  12.05   0.26
  13.07   0.33
  14.05   0.41
  15.48   0.43
  16.32   0.25
  17.10   0.33
  18.17   0.48
  19.20   0.51
  20.00   0.38
  20.85   0.42
  22.18   0.36
  23.02   0.31
  24.05   0.29
  25.00   0.27
  26.03   0.42
  27.05   0.35
  28.03   0.39
  28.92   0.39
  29.98   0.23
  30.88   0.35
  31.98   0.53
  32.92   0.60
  33.97   0.60
