  0.42   0.06
  1.80   0.19
  3.05   0.21
  4.40   0.42
  5.57   0.43
  6.53   0.50
  7.42   0.53
  8.22   0.54
  9.32   0.52
  10.32   0.50
  11.28   0.52
  12.22   0.45
  13.23   0.37
  14.22   0.35
  15.58   0.35
  16.25   0.35
  17.32   0.41
  18.58   0.37
  19.53   0.33
  20.62   0.38
  21.48   0.41
  22.43   0.40
  23.47   0.28
  24.30   0.04
  25.22   0.29
  26.33   0.47
  27.28   0.46
  28.25   0.44
  29.13   0.49
  30.97   0.51
  31.50   0.57
  32.07   0.64
  33.03   0.57
  34.10   0.64
