  0.48   0.19
  1.75   0.23
  3.00   0.32
  4.45   0.35
  5.63   0.43
  6.60   0.46
  7.45   0.50
  8.27   0.56
  9.38   0.54
  10.35   0.45
  11.32   0.35
  12.25   0.45
  13.28   0.47
  14.23   0.44
  15.62   0.43
  16.28   0.47
  17.35   0.50
  18.63   0.40
  19.57   0.38
  20.68   0.44
  21.52   0.40
  22.50   0.42
  23.53   0.26
  24.33   0.32
  25.25   0.52
  26.37   0.49
  27.30   0.45
  28.30   0.43
  29.15   0.47
  31.02   0.51
  31.53   0.58
  32.10   0.59
  33.07   0.61
  34.13   0.64
