  1.07   0.01
  1.93   0.02
  2.78   0.09
  3.70   0.02
  5.05   0.03
  5.77   0.05
  6.63   0.05
  7.70   0.05
  8.68   0.12
  9.75   0.30
  10.80   0.19
  11.77   0.13
  12.72   0.11
  13.73   0.07
  14.65   0.07
  16.05   0.11
  16.85   0.07
  17.67   0.21
  18.82   0.11
  19.78   0.15
  20.92   0.13
  21.45   0.06
  22.73   0.05
  23.62   0.07
  24.62   0.07
  25.55   0.06
  26.57   0.08
  27.58   0.11
  28.57   0.10
  29.47   0.07
  30.52   0.07
  31.37   0.10
  32.47   0.10
  33.43   0.17
  34.70   0.17
