  0.48   0.03
  1.52   0.02
  2.38   0.02
  3.30   0.05
  4.58   0.08
  5.33   0.04
  6.23   0.07
  7.28   0.04
  8.12   0.06
  9.27   0.17
  10.40   0.17
  11.33   0.09
  12.25   0.09
  13.27   0.09
  14.22   0.10
  15.65   0.10
  16.48   0.10
  17.27   0.15
  18.32   0.14
  19.37   0.05
  20.18   0.11
  21.05   0.07
  22.35   0.04
  23.20   0.07
  24.22   0.17
  25.17   0.09
  26.18   0.10
  27.22   0.06
  28.18   0.05
  29.07   0.07
  30.12   0.10
  31.05   0.08
  32.13   0.08
  33.08   0.08
  34.22   0.11
