      2.0000     0.34
      5.3333     0.52
      9.0500     0.48
     13.0000     0.41
     16.2000     0.37
     19.9667     0.39
     22.9000     0.29
     25.3000     0.29
     28.4167     0.31
     32.9667     0.33
